address,zipcode,county,price,housing_type,beds,baths,sqfts,lotsize,garage,yearbuilt
"800 Glendome Cir, Oakland, CA 94602",94602,Alameda County,"$1,299,000",Single Family Residence,3,2,"2,043","4,558",1,1940
"7021 Elverton Dr, Oakland, CA 94611",94611,Alameda County,"$450,000",Land,,,,,,
"5221 Orkney Ct, Newark, CA 94560",94560,Alameda County,"$1,300,000",Single Family Residence,4,2/1,"2,184","9,648",3,1978
"1667 84th Ave, Oakland, CA 94621",94621,Alameda County,"$599,000",Residential Income,,,"2,877","3,300",1,1907
"2315 Bess Ave, Livermore, CA 94550",94550,Alameda County,"$1,695,000",Single Family Residence,6,5,"3,700",0.52,2,1966
"1248 96th Ave, Oakland, CA 94603",94603,Alameda County,"$345,000",Single Family Residence,2,1,770,"6,250",1,1917
"212 Martin Ave, Livermore, CA 94551",94551,Alameda County,"$720,000",Single Family Residence,3,2,"1,400","6,180",2,1955
"557 37th Street, Oakland, CA 94609",94609,Alameda County,"$949,000",Triplex,,,"2,278","4,800",–,1912
"557 37th St, Oakland, CA 94609",94609,Alameda County,"$949,000",Single Family Residence,5,2,"2,278","4,800",0,1912
"3805 Delmont Ave, Oakland, CA 94605",94605,Alameda County,"$798,000",Single Family Residence,3,2,"1,531",0.27,1,1952
"152 El Dorado Ave, Hayward, CA 94541",94541,Alameda County,"$525,000",Single Family Residence,2,1,792,"4,752",1,1922
"461 Revere Ter, Fremont, CA 94539",94539,Alameda County,"$3,099,950",Single Family Residence,5,4/1,"4,632",1.096,3,1998
"3404 Monterey Blvd, Oakland, CA 94602",94602,Alameda County,"$999,000",Single Family Residence,3,3,"2,428","7,525",3,1980
"1731 California St, Berkeley, CA 94703",94703,Alameda County,"$1,995,000",Residential Income,,,"4,244",–,–,1964
"1073 Avila Terraza, Fremont, CA 94538",94538,Alameda County,"$859,900",Condominium,3,3,"1,420",0,1,2001
"43151 Washington Cmn, Fremont, CA 94539",94539,Alameda County,"$998,000",Townhouse,4,2/1,"1,578","1,200",1,1970
"43151 Washington Common, Fremont, CA 94539",94539,Alameda County,"$998,000",Townhouse,4,2/1,"1,578","1,200",1,1971
"3943 Branding Iron Ct, Dublin, CA 94568",94568,Alameda County,"$939,999",Single Family Residence,4,2/1,"2,079","3,255",2,2006
"2462 Potter St, Oakland, CA 94601",94601,Alameda County,"$639,000",Single Family Residence,3,1/1,"1,010",1048898,1,1907
"9218 C St, Oakland, CA 94603",94603,Alameda County,"$365,000",Single Family Residence,3,1,940,"3,250",1,1984
"1530 Grand St, Alameda, CA 94501",94501,Alameda County,"$879,000",Single Family Residence,3,2,"1,575","4,410",0,1915
"2077 Washington Ave, San Leandro, CA 94577",94577,Alameda County,"$365,000",Condominium,2,2,888,0,1,1984
"6705 Skyview Drive, Oakland, CA 94605",94605,Alameda County,"$1,349,888",Condominium,4,3/1,"3,161",0,2,2018
"14015 Doolittle Dr, San Leandro, CA 94577",94577,Alameda County,"$399,000",Condominium,2,2,"1,312",0,0,1974
"48365 Avalon Heights Ter, Fremont, CA 94539",94539,Alameda County,"$2,899,888",Single Family Residence,4,3/1,"3,561",0.9,4,1996
"2759 5th St, Alameda, CA 94501",94501,Alameda County,"$1,300,000",Single Family Residence,4,3/1,"2,508","2,655",2,2016
"1416 35th Ave, Oakland, CA 94601",94601,Alameda County,"$399,000",Business Opportunity,,,,,,
"60 Maggiora Dr, Oakland, CA 94605",94605,Alameda County,"$749,900",Single Family Residence,3,2,"1,419","9,333",2,1962
"2137 Ponderosa Dr, Livermore, CA 94551",94551,Alameda County,"$620,000",Single Family Residence,3,2,"1,224","5,000",2,1987
"7100 Amador Valley Blvd, Dublin, CA 94568",94568,Alameda County,"$739,950",Single Family Residence,3,2,"1,257","5,399",2,1967
"2034 14th Ave, Oakland, CA 94606",94606,Alameda County,"$499,000",Single Family Residence,3,1,"1,272","4,300",2,1921
"43041 Mayfair Park Ter, Fremont, CA 94538",94538,Alameda County,"$799,999",Townhouse,3,2/1,"1,500","1,207",2,1986
"7615 Bancroft Ave, Oakland, CA 94605",94605,Alameda County,"$1,200,000",Residential Income,,,"6,139",–,–,1962
"6707 Skyview Drive, Oakland, CA 94605",94605,Alameda County,"$1,499,888",Condominium,4,3/1,"3,312",0,2,2018
"Via San Ardo, San Lorenzo, CA 94580",94580,Alameda County,"$589,000",Single Family Residence,3,1,"1,031","5,200",1,1951
"3918 Scottfield Street, Dublin, CA 94568",94568,Alameda County,"$860,880",Condominium,4,3/1,"2,097",0,2,2018
"3016 Threecastles Way, Dublin, CA 94568",94568,Alameda County,"$1,099,840",Single Family Residence,4,3/1,"2,327","4,121",2,2018
"8309 International Blvd, Oakland, CA 94621",94621,Alameda County,"$699,000",Commercial Sale,,,"3,229","3,229",,1960
"28623 Venus St, Hayward, CA 94544",94544,Alameda County,"$150,000",Manufactured In Park,2,2,800,–,0,–
"199100 Crest Ave, Castro Valley, CA 94546-2872",-2872,Alameda County,"$330,000",Condominium,1,1,968,12.7,0,1972
"41003 Genesis Cmn, Fremont, CA 94538",94538,Alameda County,"$940,000",Townhouse,3,2/1,"1,698",960,2,2018
"41001 Genesis Cmn, Fremont, CA 94538",94538,Alameda County,"$990,000",Townhouse,3,2/1,"1,740","1,229",2,2018
"518 28th St, Oakland, CA 94609",94609,Alameda County,"$1,250,000",Residential Income,,,"3,642","3,600",–,1906
"5217 West St, Oakland, CA 94608",94608,Alameda County,"$1,000,000",Residential Income,,,"2,632","6,047",–,1916
"5227 West St, Oakland, CA 94608",94608,Alameda County,"$1,250,000",Residential Income,,,"3,386","4,500",–,1925
"577 56th St, Oakland, CA 94609",94609,Alameda County,"$1,500,000",Residential Income,,,"4,719",–,–,1920
"551 Tiffany Rd, San Leandro, CA 94577",94577,Alameda County,"$529,950",Single Family Residence,2,1,891,"5,000",0,1948
"2687 Ritchie St, Oakland, CA 94605",94605,Alameda County,"$450,000",Single Family Residence,3,2,"1,648","3,240",0,1923
"2725 23rd Ave, Oakland, CA 94606",94606,Alameda County,"$749,000",Residential Income,,,"2,800","5,813",–,1953
"1307 La Loma Ave, Berkeley, CA 94708",94708,Alameda County,"$900,000",Single Family Residence,3,2,"1,627","2,250",2,1973
"Alvarado Niles Rd, Union City, CA 94587",94587,Alameda County,"$458,000",Condominium,2,1,903,0,1,1972
"Granada Ave, Oakland, CA 94621",94621,Alameda County,"$150,000",Land,,,,,,
"247 4th St 100, Oakland, CA 94607",94607,Alameda County,"$300,000",Commercial Sale,,,840,0.344,,1923
"4742 Redding St., Oakland, CA 94619",94619,Alameda County,"$749,000",Duplex,,,"1,776","5,220",–,1924
"1000 92nd Ave, Oakland, CA 94603",94603,Alameda County,"$334,500",Duplex,,,"1,200","2,772",–,1915
"22815 Alice St, Hayward, CA 94541-6403",-6403,Alameda County,"$697,550",Single Family Residence,4,2,"1,257","5,000",1,1949
"71 Montwood Way, Oakland, CA 94605",94605,Alameda County,"$999,999",Single Family Residence,4,3,"2,252","9,202",2,1963
"37112 Aleppo Dr, Newark, CA 94560",94560,Alameda County,"$1,295,000",Single Family Residence,5,3,"3,634","6,000",3,2002
"2262 Vestal St, Castro Valley, CA 94546",94546,Alameda County,"$569,000",Single Family Residence,2,1,"1,018","5,040",0,1948
"Aquado Ct, Fremont, CA 94536",94536,Alameda County,"$949,888",Single Family Residence,3,2,"1,256","6,160",2,1966
"5644 Greenridge Rd, Castro Valley, CA 94552",94552,Alameda County,"$850,000",Single Family Residence,4,2,"1,842","10,290",2,1960
"15587 Sharon St, San Lorenzo, CA 94580",94580,Alameda County,"$609,000",Single Family Residence,2,2,"1,240","5,922",2,1947
"7668 Surrey Ln, Oakland, CA 94605",94605,Alameda County,"$959,500",Single Family Residence,4,2/1,"2,072",0.31,2,1967
"344 Warwick Ave, Oakland, CA 94610",94610,Alameda County,"$1,295,000",Single Family Residence,3,2/1,"2,192","5,200",2,1911
"733 Ramona Ave, Albany, CA 94706",94706,Alameda County,"$789,000",Single Family Residence,2,1,856,"2,500",1,1926
"1208 Gilman St, Berkeley, CA 94706",94706,Alameda County,"$799,900",Single Family Residence,2,1,893,"2,500",1,1923
"6679 Saroni Drive, Oakland, CA 94611-2342",-2342,Alameda County,"$734,950",Single Family Residence,2,1,780,"7,506",0,1954
"27143 Capri Ave, Hayward, CA 94545",94545,Alameda County,"$648,000",Single Family Residence,3,2,"1,128","5,830",2,1957
"1820 Bridge Ave, Oakland, CA 94601",94601,Alameda County,"$648,500",Duplex,,,"3,600","3,840",–,1910
"2526 67th Avenue, Oakland, CA 94605",94605,Alameda County,"$475,000",Single Family Residence,2,1,"1,166",0.75,1,1922
"1157 Seminary Ave, Oakland, CA 94621",94621,Alameda County,"$468,000",Single Family Residence,2,1,880,"3,500",1,1948
"19220 Vaughn Ave, Castro Valley, CA 94546",94546,Alameda County,"$749,950",Single Family Residence,4,2,"1,318","4,998",1,1949
"6021 Snake Rd, Oakland, CA 94611",94611,Alameda County,"$1,195,000",Single Family Residence,4,3,"2,256","9,660",2,1969
"3235b Louise, Oakland, CA 94608",94608,Alameda County,"$899,000",Single Family Residence,3,3,"1,747","1,393",1,2017
"142 Castro St, San Leandro, CA 94577",94577,Alameda County,"$397,000",Townhouse,2,1/1,"1,152",0.86,2,1989
"785 Taft Ave., Albany, CA 94706",94706,Alameda County,"$4,000,000",Residential Income,,,0,–,–,1961
"11010 Robledo Dr, Oakland, CA 94603",94603,Alameda County,"$389,000",Single Family Residence,2,1,"1,018","5,500",1,1944
"3024 Rafahi Way, Hayward, CA 94541",94541,Alameda County,"$685,000",Single Family Residence,3,2,"1,278",0.37,2,1956
"34651 Fremont Blvd., Fremont, CA 94555",94555,Alameda County,"$1,140,193",Single Family Residence,3,2,"1,784","6,404",2,1910
"5727 Amberglen St, Dublin, CA 94568",94568,Alameda County,"$1,050,000",Single Family Residence,3,2/1,"2,180","3,740",2,2001
"424 Orange St, Oakland, CA 94610",94610,Alameda County,"$515,000",Condominium,2,1,721,0,1,1973
"740 Canyon Oaks Dr, Oakland, CA 94605",94605,Alameda County,"$465,000",Condominium,2,2,"1,123",0,0,1988
"243 Mission Tierra Pl, Fremont, CA 94539",94539,Alameda County,"$2,799,888",Single Family Residence,5,3/1,"3,789",0.34,3,2003
"726 Saint Michael Cir, Pleasanton, CA 94566",94566,Alameda County,"$725,000",Townhouse,3,2/1,"1,611","1,360",1,1984
"1344 Tolteca Ct, Fremont, CA 94539",94539,Alameda County,"$1,898,950",Single Family Residence,5,3/1,"3,425",0.28,3,1978
"42939 Fremont Blvd, Fremont, CA 94538",94538,Alameda County,"$868,888",Single Family Residence,3,2,"1,104","5,800",2,1955
"2228 86th Ave, Oakland, CA 94605",94605,Alameda County,"$499,900",Single Family Residence,3,2,"1,585","5,227",2,1919
"5025 Kearney Ave, Oakland, CA 94602",94602,Alameda County,"$995,000",Single Family Residence,3,3,"2,306","5,151",2,1947
"22804 Corkwood Street, Hayward, CA 94541",94541,Alameda County,"$579,000",Single Family Residence,3,1,"1,266","5,000",0,1951
"5555 Starfire Cir, Fremont, CA 94538",94538,Alameda County,"$998,000",Single Family Residence,4,2/1,"1,450","4,313",2,1994
"5555 Starfire Cir, Fremont, CA 94538",94538,Alameda County,"$998,000",Single Family Residence,4,2/1,"1,450","4,313",2,1994
"1016 89th Ave, Oakland, CA 94621",94621,Alameda County,"$370,000",Commercial Sale,,,628,"5,425",,1940
"20017 Shadow Creek Cir, Castro Valley, CA 94552",94552,Alameda County,"$889,500",Single Family Residence,4,2/1,"1,820","2,968",2,1998
"4312 Gibraltar Drive, Fremont, CA 94536",94536,Alameda County,"$1,150,000",Single Family Residence,4,3,"2,497","6,200",2,1965
"555 Jean St, Oakland, CA 94610",94610,Alameda County,"$395,000",Condominium,1,1,622,0,1,1971
"7800 Ney Ave, Oakland, CA 94605",94605,Alameda County,"$639,000",Residential Income,,,"2,932","6,964",–,1958
"3350 Santa Rita Rd, Pleasanton, CA 94566",94566,Alameda County,"$549,000",Townhouse,2,1/1,"1,146",784,1,1983
"5810 Skyline, Oakland, CA 94611",94611,Alameda County,"$999,000",Land,,,,,,
"1028 Stanford Ave, Oakland, CA 94608",94608,Alameda County,"$759,000",Triplex,,,"2,313",0.77,–,1925
"15605 Baypoint Ave, San Leandro, CA 94579",94579,Alameda County,"$890,000",Single Family Residence,4,2/1,"2,564","4,000",2,1999
"5026 Morris Way, Fremont, CA 94536",94536,Alameda County,"$949,499",Single Family Residence,4,2,"1,610",0.27,2,1960
"2251 Park St, Livermore, CA 94551",94551,Alameda County,"$724,950",Duplex,,,"1,508","5,000",–,1961
"784 E Angela St, Pleasanton, CA 94566",94566,Alameda County,"$1,160,000",Single Family Residence,4,2,"1,901","7,406",2,1962
"2927 W Castle Pines Ter, Dublin, CA 94568",94568,Alameda County,"$1,449,000",Single Family Residence,4,4/1,"3,800","6,893",3,2005
"3004 Lusitana Dr, Livermore, CA 94550",94550,Alameda County,"$1,779,000",Single Family Residence,6,5/1,"5,129",0.33,4,2003
"4953 Black Ave, Pleasanton, CA 94566",94566,Alameda County,"$1,410,000",Single Family Residence,5,3/1,"2,810","8,100",2,1966
"850 Cedar St, Berkeley, CA 94710",94710,Alameda County,"$968,888",Duplex,,,"1,573","6,000",–,1944
"7581 Brighton Drive, Dublin, CA 94568",94568,Alameda County,"$828,000",Single Family Residence,4,2,"1,475","6,999",2,1962
"4271 Knoll Ave, Oakland, CA 94619",94619,Alameda County,"$1,099,000",Single Family Residence,4,3,"3,844","7,720",2,1999
"950 Grace St, San Leandro, CA 94578",94578,Alameda County,"$605,000",Single Family Residence,3,1,"1,201","5,360",1,1947
"4521 Mirano Ct., Dublin, CA 94568",94568,Alameda County,"$949,000",Townhouse,4,3/1,"2,787","9,713",2,2007
"432 Linnell Ave, San Leandro, CA 94578",94578,Alameda County,"$678,800",Single Family Residence,4,2,"1,434","5,040",2,1952
"1146 Bismarck Ln, Alameda, CA 94502",94502,Alameda County,"$689,999",Townhouse,2,2,"1,274","2,208",2,1970
"16006 E 14th St, San Leandro, CA 94578",94578,Alameda County,"$365,000",Condominium,2,1,811,0,0,1987
"6841 Elverton Dr, Oakland, CA 94611",94611,Alameda County,"$1,379,000",Single Family Residence,3,3,"2,989",0.42,2,2002
"2878 Sterne Pl, Fremont, CA 94555",94555,Alameda County,"$982,250",Single Family Residence,3,2,"1,390","6,214",2,1969
"2575 Rutherford Ct, Fremont, CA 94539",94539,Alameda County,"$3,499,999",Single Family Residence,5,5/1,"6,210",0.54,3,2017
"2941 College Ave, Berkeley, CA 94705-2203",-2203,Alameda County,"$1,480,000",Commercial Sale,,,"2,985","5,976",,1913
"2034 14th Ave, Oakland, CA 94606",94606,Alameda County,"$499,000",Single Family Residence,3,1,"1,272","4,300",2,1921
"3546 Ballantyne Dr, Pleasanton, CA 94588",94588,Alameda County,"$1,240,000",Single Family Residence,5,2/1,"2,464","7,038",2,1987
"6120 Marshall Street, Oakland, CA 94608",94608,Alameda County,"$799,000",Townhouse,3,2,"2,051",0,2,2017
"124 Santa Teresa, San Leandro, CA 94579",94579,Alameda County,"$99,000",Manufactured In Park,2,2,"1,440",–,0,–
"1 Lakeside Drive, Oakland, CA 94612-4694",-4694,Alameda County,"$1,328,000",Condominium,2,2,"1,287",0,2,2001
"0 Jensen Rd, Castro Valley, CA 94546",94546,Alameda County,"$499,000",Land,,,,,,
"5708 Florence Ter, Oakland, CA 94611",94611,Alameda County,"$1,099,000",Single Family Residence,3,2,"1,929","5,202",1,1925
"364 Lafayette Ave, Hayward, CA 94544",94544,Alameda County,"$658,888",Single Family Residence,4,2,"1,303","5,000",2,1951
"6570 Arlington Dr, Pleasanton, CA 94566",94566,Alameda County,"$1,398,000",Single Family Residence,4,3,"2,652","8,400",2,1967
"1740 San Lorenzo Ave, Berkeley, CA 94707",94707,Alameda County,"$1,495,000",Single Family Residence,5,2,"2,371","5,000",0,1925
"4802 Kathryn Ct, Fremont, CA 94536",94536,Alameda County,"$1,099,950",Single Family Residence,3,3,"1,868","7,474",2,1960
"27606 E 11th Street, Hayward, CA 94544",94544,Alameda County,"$500,000",Single Family Residence,3,1,954,"6,366",2,1954
"2505 Miramar Ave, Castro Valley, CA 94546",94546,Alameda County,"$460,000",Condominium,2,2,918,918,1,1988
"31 La Salle Ave, Piedmont, CA 94611",94611,Alameda County,"$2,150,000",Single Family Residence,4,3/1,"3,009","5,858",2,1928
"730 29th St, Oakland, CA 94609",94609,Alameda County,"$445,000",Condominium,1,1,840,0,1,1988
"452 Selby Lane, Livermore, CA 94551",94551,Alameda County,"$800,000",Single Family Residence,3,3,"1,749","1,815",2,2013
"4475 Shearwater Ct, Pleasanton, CA 94566",94566,Alameda County,"$1,150,000",Single Family Residence,4,2,"1,808","6,825",2,1971
"8342 Mulberry Pl, Dublin, CA 94568",94568,Alameda County,"$750,000",Residential,4,2/1,"1,780","3,800",2,1981
"3800 Camino Loop, Dublin, CA 94568",94568,Alameda County,"$729,900",Condominium,2,2/1,"1,666",0,2,2016
"1230 Mersey Ave, San Leandro, CA 94579",94579,Alameda County,"$675,000",Single Family Residence,3,2,"1,878","5,320",0,1953
"8506 Lupine Ct, Pleasanton, CA 94588",94588,Alameda County,"$2,968,000",Single Family Residence,6,5/1,"6,100",1.18,4,1996
"8531 Galindo Dr, Dublin, CA 94568",94568,Alameda County,"$825,000",Single Family Residence,4,2,"1,321","6,999",2,1961
"1434 Bluebell Drive, Livermore, CA 94551",94551,Alameda County,"$549,900",Single Family Residence,2,1/1,866,"5,000",1,1963
"43316 Bryant St, Fremont, CA 94539",94539,Alameda County,"$1,688,888",Duplex,,,"1,703",0.26,–,1952
"2507 B Hearst Ave, Berkeley, CA 94709",94709,Alameda County,"$138,000",Business Opportunity,,,,,,
"39993 Fremont Blvd, Fremont, CA 94538",94538,Alameda County,"$619,888",Condominium,2,2,"1,465",3.42,2,1987
"25468 Belmont Ave, Hayward, CA 94542",94542,Alameda County,"$550,000",Single Family Residence,3,3,"1,415","5,000",0,1942
"3350 Santa Rita Rd, Pleasanton, CA 94566",94566,Alameda County,"$549,000",Townhouse,2,1/1,"1,146",784,1,1983
"1777 Tramonti Dr, Dublin, CA 94568",94568,Alameda County,"$1,269,900",Single Family Residence,5,3/1,"3,153","8,082",2,2014
"248 Saint Henry Dr, Fremont, CA 94539",94539,Alameda County,"$2,368,888",Single Family Residence,6,3/1,"3,278","9,931",3,1957
"17070 Broadway Ter, Oakland, CA 94611",94611,Alameda County,"$1,295,000",Single Family Residence,4,3/1,"2,803","5,822",2,1998
"401 Monte Vista Ave, Oakland, CA 94611",94611,Alameda County,"$439,000",Condominium,1,1,727,"8,894",1,1971
"1797 Thousand Oaks Blvd, Berkeley, CA 94707",94707,Alameda County,"$1,695,000",Single Family Residence,4,1/1,"2,156","9,588",3,1927
"3229 W Las Positas Blvd, Pleasanton, CA 94588",94588,Alameda County,"$1,100,000",Single Family Residence,4,3,"1,926","5,198",2,1993
"27505 Tampa Ave, Hayward, CA 94544",94544,Alameda County,"$340,000",Condominium,2,1/1,910,0,0,1981
"27505 Tampa Ave 29, Hayward, CA 94544",94544,Alameda County,"$340,000",Condominium,2,1/1,910,–,0,1981
"6183 Oakville Ln, Livermore, CA 94550",94550,Alameda County,"$1,299,950",Single Family Residence,5,4,"4,009",0.28,3,2004
"288 3rd St., Oakland, CA 94607-4570",-4570,Alameda County,"$849,000",Condominium,2,2,"1,246",0,1,2006
"3678 Foothill Road, Pleasanton, CA 94588",94588,Alameda County,"$1,150,000",Land,,,,,,
"239 Jack London Avenue, Alameda, CA 94501",94501,Alameda County,"$1,499,000",Single Family Residence,4,3/1,"3,453","5,340",3,2008
"22373 Happyland Ave, Hayward, CA 94541",94541,Alameda County,"$672,950",Single Family Residence,4,2,"1,563","6,435",0,1920
"4082 Glenwood St, Fremont, CA 94538",94538,Alameda County,"$998,000",Single Family Residence,4,2,"1,350","6,048",0,1959
"4082 Glenwood St, Fremont, CA 94538",94538,Alameda County,"$998,000",Single Family Residence,4,2,"1,350","6,048",0,1959
"5210 Collier Canyon Rd, Livermore, CA 94551",94551,Alameda County,"$1,118,500",Single Family Residence,3,2,"1,700",5.18,2,1967
"9687 Tesla Rd., Livermore, CA 94550-9707",-9707,Alameda County,"$1,099,000",Single Family Residence,2,2/1,"1,440",5,1,1971
"966 53rd St, Oakland, CA 94608",94608,Alameda County,"$550,000",Single Family Residence,2,1,720,"4,320",1,1895
"4207 Lincoln Ave, Oakland, CA 94602",94602,Alameda County,"$799,000",Single Family Residence,2,2,"1,628","5,490",0,1927
"1724 11th St, Oakland, CA 94607",94607,Alameda County,"$550,000",Duplex,,,"1,876","6,426",–,1987
"4810 Stacy St, Oakland, CA 94605",94605,Alameda County,"$699,000",Single Family Residence,3,2,"1,284","6,363",2,1956
", Oakland, CA 94607",94607,Alameda County,"$725,000",Condominium,1,1,"1,263",0,1,1920
"360 Vernon Street, Oakland, CA 94610",94610,Alameda County,"$550,000",Condominium,2,1,862,"8,000",1,1966
"1936 Vining Dr, San Leandro, CA 94579",94579,Alameda County,"$688,000",Single Family Residence,3,2,"1,524","5,130",2,1958
"3328 Burdeck Drive, Oakland, CA 94602",94602,Alameda County,"$1,399,000",Single Family Residence,4,4/2,"4,361","8,568",3,2003
"2439 Ivy Dr, Oakland, CA 94606",94606,Alameda County,"$1,380,000",Residential Income,,,"5,308",–,5,1949
"1416 35th Ave, Oakland, CA 94601",94601,Alameda County,"$399,000",Single Family Residence,2,1,814,"1,534",0,1912
"2440 Palmetto St, Oakland, CA 94602",94602,Alameda County,"$405,000",Condominium,2,1,720,0,1,1960
"2711 Virginia St, Berkeley, CA 94709",94709,Alameda County,"$649,000",Condominium,2,1,993,"5,000",0,1910
"5345 Martin Luther King Jr Way, Oakland, CA 94609",94609,Alameda County,"$475,000",Single Family Residence,2,1,"1,051","2,979",0,1908
"1777 11th Street, Oakland, CA 94607",94607,Alameda County,"$789,000",Condominium,3,3,"1,544","4,050",1,2018
"1777 11th St, Oakland, CA 94607",94607,Alameda County,"$789,000",Single Family Residence,3,3,"1,544","4,050",1,2018
"2096 Hillside Cir, San Leandro, CA 94577",94577,Alameda County,"$849,000",Single Family Residence,3,2,"2,089","6,064",2,1975
"936 33rd St, Oakland, CA 94608",94608,Alameda County,"$490,000",Triplex,,,"2,792","3,767",–,1934
"349 Channel Way, Oakland, CA 94601",94601,Alameda County,"$589,000",Condominium,2,2,"1,247",0,2,2004
"1665 Helsinki Way, Livermore, CA 94550",94550,Alameda County,"$819,950",Single Family Residence,3,2,"1,466","7,914",2,1972
"1186 Central Ave, Livermore, CA 94551",94551,Alameda County,"$878,000",Single Family Residence,4,2/1,"2,151","7,101",3,1997
"641 Poirier St, Oakland, CA 94609",94609,Alameda County,"$729,000",Condominium,2,1,"1,176",0,1,1914
"34161 Finnigan Ter, Fremont, CA 94555",94555,Alameda County,"$1,149,888",Single Family Residence,3,2/1,"1,686","5,498",2,1990
"8205 Rhoda Ave, Dublin, CA 94568",94568,Alameda County,"$1,099,999",Single Family Residence,4,3,"2,529","8,000",2,1984
"6125 Thornton Ave, Newark, CA 94560",94560,Alameda County,"$549,000",Townhouse,2,2,"1,166",0.65,0,1987
"868 Linwood Way, San Leandro, CA 94577",94577,Alameda County,"$639,000",Single Family Residence,3,1,"1,355","6,300",2,1947
"8681 Seneca Street, Oakland, CA 94605",94605,Alameda County,"$600,000",Single Family Residence,3,1/1,"1,333","9,850",1,1940
"2872 Pinnacles Ter, Fremont, CA 94538",94538,Alameda County,"$899,000",Single Family Residence,3,2/1,"1,712","1,500",2,2013
"2872 Pinnacles Ter, Fremont, CA 94538",94538,Alameda County,"$899,000",Single Family Residence,3,2/1,"1,712","1,500",2,2013
"4673 Richmond Ave, Fremont, CA 94536",94536,Alameda County,"$1,299,999",Single Family Residence,4,2/1,"2,218",0.38,3,1959
"285 Elsie Ave, San Leandro, CA 94577",94577,Alameda County,"$620,000",Single Family Residence,3,1,"1,228","5,500",1,1946
"Hillview Dr, Livermore, CA 94551",94551,Alameda County,"$689,000",Single Family Residence,4,2,"1,404","5,320",2,1955
"Baywood Ter, Fremont, CA 94536",94536,Alameda County,"$415,000",Condominium,1,1,714,–,0,1987
"4323 Redlands St, Union City, CA 94587",94587,Alameda County,"$948,000",Single Family Residence,4,2/1,"1,814","4,816",2,1986
"4323 Redlands St, Union City, CA 94587",94587,Alameda County,"$948,000",Single Family Residence,4,2/1,"1,814","4,816",2,1986
"1318 B Street, Hayward, CA 94541",94541,Alameda County,"$418,000",Condominium,2,2,989,2,2,1984
"1318 B Street, Hayward, CA 94541",94541,Alameda County,"$398,000",Condominium,2,2,"1,080",2,2,1984
"8594 Mahogany Pl, Newark, CA 94560",94560,Alameda County,"$950,000",Single Family Residence,3,2/1,"1,632","3,466",2,1994
"1811 10th Ave, Oakland, CA 94606",94606,Alameda County,"$650,000",Single Family Residence,3,1,"1,584","3,190",0,1908
"1034 Amito Ave, Oakland, CA 94705",94705,Alameda County,"$649,000",Land,,,,,,
", San Leandro, CA 94577",94577,Alameda County,"$130,000",Business Opportunity,,,,,,
"36165 Dalewood Dr, Newark, CA 94560",94560,Alameda County,"$949,888",Single Family Residence,3,1/1,"1,080","6,348",2,1960
"17370 Robey Dr, Castro Valley, CA 94546",94546,Alameda County,"$608,000",Single Family Residence,3,1,"1,307","6,975",0,1948
"4141 Deep Creek Rd, Fremont, CA 94555",94555,Alameda County,"$159,950",Manufactured In Park,2,2,"1,344",–,0,–
"173 Roslea Road, Hayward, CA 94542",94542,Alameda County,"$1,250,000",Single Family Residence,4,3/4,"3,452","6,187",3,2010
"38224 Luma Ter, Newark, CA 94560",94560,Alameda County,"$1,059,000",Single Family Residence,4,3/1,"2,234","1,726",2,2015
"7521 Weld St, Oakland, CA 94621-2715",-2715,Alameda County,"$359,900",Single Family Residence,2,1,810,"3,500",0,1924
"2390 Stanton Hill Rd, Castro Valley, CA 94546",94546,Alameda County,"$950,000",Single Family Residence,5,3,"2,172",0.54,2,1998
"2200 Browning St, Berkeley, CA 94702",94702,Alameda County,"$1,388,000",Residential Income,,,"2,117","4,000",2,1924
"565 Bellevue Ave, Oakland, CA 94610",94610,Alameda County,"$675,500",Condominium,1,2,860,0.43,1,1969
"8211 Moller Ranch Drive, Pleasanton, CA 94588",94588,Alameda County,"$1,838,888",Single Family Residence,5,3,"3,650",0.27,3,1998
"2841 Chestnut St, Oakland, CA 94608",94608,Alameda County,"$699,000",Residential Income,,,"1,471","4,570",–,1908
"717 Grant Ave, San Lorenzo, CA 94580",94580,Alameda County,"$590,000",Single Family Residence,3,1,"1,098","5,000",1,1944
"2516 Fruitvale Ave, Oakland, CA 94601",94601,Alameda County,"$950,000",Single Family Residence,8,6,"2,618","6,000",0,1910
"2516 Fruitvale Ave, Oakland, CA 94601",94601,Alameda County,"$950,000",Residential Income,,,"2,618","6,000",0,1910
"4293 Eggers Dr, Fremont, CA 94536",94536,Alameda County,"$935,000",Single Family Residence,3,2,"1,343","8,266",2,1958
"20919 Locust St, Hayward, CA 94541",94541,Alameda County,"$439,000",Townhouse,2,1/1,"1,101",0,1,1980
"21990 Thelma St, Hayward, CA 94541",94541,Alameda County,"$578,880",Single Family Residence,3,2,"1,200","5,320",2,1955
"26 Crystal Way, Berkeley, CA 94708",94708,Alameda County,"$799,000",Single Family Residence,3,2,"1,973","3,600",1,1929
"3737 Saratoga Way, Pleasanton, CA 94588",94588,Alameda County,"$529,000",Townhouse,3,1/1,"1,242",866,2,1979
"510 Carobe Ct, Union City, CA 94587",94587,Alameda County,"$699,950",Single Family Residence,3,2,"1,256","7,272",2,1957
"2321 Sitka St, San Leandro, CA 94577",94577,Alameda County,"$650,000",Single Family Residence,3,1,"1,317","5,760",2,1951
